name,ratings,review,date
Chris,2,"I’ve been using them for a few months. For me buying these was a mistake. They would be acceptable at half the price. Battery life is good. And the sound is acceptable. The issue is a lot of small things. I find them uncomfortable to wear for more than a short period of time, and they slip off my head if I am moving around. The hinge is constantly pulling at my hair. They don’t make a sound when they power on so I find myself taking them off to check. This is exacerbated by the fact they are the slowest of my Bluetooth devices to connect to my iPhone. That one is inexcusable, since they are made by apple. Some cheap Bluetooth headphone pair nearly instantly, yet these are sluggish.","January 3, 2023"
Liefmon14,2,"They worked extremely well, good quality always like beats but the pair I got barely lasted half an hour. Talked to customer service asked for a replacement but was offered 15% refund of 20 $ or put the refund towards a new pair when I already paid a good sum for them, little disappointed.","June 18, 2023"
Amber,2,"After waiting over a month for these to arrive, they finally did! I tried them on and they are actually quite comfortable - I didn't have the issue with them hurting my ears. However, the headphones would not turn on. I thought maybe they needed to be charged first, so I plugged them in using the charger provided. Still wouldn't turn on. I gave it a quick Google and apparently this is a known issue with the Solo 3's. I performed the restart that the Apple website mentions (holding the volume down and power buttons at the same time for 10-15secs), and still nothing. There are many videos out there of people fixing the power button, but if I spend $100 on brand new headphones, I shouldn't have to take them apart and fix them. They should just work.","November 7, 2022"
JBC,2,Sounded great for the first year then one ear stopped working. I only really use it for pod casts so I kept going. 6 months later the other one stopped working.,"July 31, 2023"
Amazon Customer,2,"These aren’t loud at all. Highly disappointed. When I tried to return the only way I could send them back was by fedex pickup and someone had to be present at pickup. Since I have a job during daytime hours, I was unable to return. I gave them to my son. At least they aren’t too loud for him. However I am upset to spend 100$ on low quality earphones.","April 7, 2023"
DallasWilly,2,Padding broke off after 4 month. Beats does not cover it. Amazon extended warranty says it's under manufacture warranty and also will not cover it.,"July 31, 2023"
AnnaD,2,"Too tight on my head, hurt my ears. Music heard through headphones.","September 7, 2023"
Roy,2,they are good sound and easy to use but they didn't hold up. They came apart just after the return window closed. I wouldn't buy them again. they are too expensive for the poor quality of materials.,"July 21, 2023"
Rahat K.,2,I am a college student so it was budget friendly option for me. Battery life and sound quality was good. But out of no where two weeks ago it just stopped connecting with my phone. I tried to rest and contact for repair. They say it will cost about 129 on Apple Store to fix it 🗿 also if u have long hair be aware that when u will remove your hair it will pull a lot of hair if ur not careful enough,"April 17, 2023"
Evelyn Vargas,2,"I returned them. The color was on point for me. The sound was OK. The reason why I returned them was because they're so heavy. Within 10 minutes, your ears are sore. And I tried it for about 2 weeks, and I couldn't do it. When you literally take them off, your ears are sore. For a couple of hours.","May 13, 2023"
Maicokid,2,"These were right around 100 bucks I believe Beats Solo3. Had difficulty on numerous networks getting it to hold its connection with Bluetooth. It even play for a half an hour, then suddenly quit and then I’d have to reset it again to do it directions were minimal and I could not get the volume to work because those were confusing instructions with respect to which side of the device Figured it out but they look very similar. In any case, the volume did not work, I would consider other options.","January 29, 2023"
Simone,2,"Apparently my head is too large for these. As a Gen-Xer I was pretty sure my noggin was smaller than Dr Dre's but apparently not small enough. I have no problem with their function or sound quality but pretty much un-useable due to tightness on my head. Think I might leave them on a watermelon for a week and see if they will get any more comfy.

Also, according to my high schooler these were only cool back when they first came out so if you are concerned about that 🤣, that's the word from the youth.","January 8, 2023"
